   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
   -1.250     0.000  -0.098903   0.000446   0.010130   0.010576   0.000000  -0.000000   0.008660  -0.000000  -0.000000   14.0000     0.2549
   -1.000     0.000  -0.077636   0.000278   0.009767   0.010045   0.000000  -0.000000   0.009591  -0.000000  -0.000000   14.0000     0.2700
   -0.750     0.000  -0.056365   0.000150   0.009443   0.009593   0.000000  -0.000000   0.010518  -0.000000  -0.000000   14.0000     0.2964
   -0.500     0.000  -0.035092   0.000062   0.009354   0.009415   0.000000  -0.000000   0.011434  -0.000000  -0.000000   14.0000     0.3549
   -0.250     0.000  -0.013817   0.000014   0.009306   0.009320  -0.000000  -0.000000   0.012347  -0.000000   0.000000   14.0000     0.5938
    0.000     0.000   0.007458   0.000006   0.009308   0.009314  -0.000000   0.000000   0.013256   0.000000   0.000000   14.0000    -0.5299
    0.250     0.000   0.028734   0.000038   0.009334   0.009372  -0.000000   0.000000   0.014162   0.000000   0.000000   14.0000     0.0104
    0.500     0.000   0.050008   0.000110   0.009348   0.009458  -0.000000   0.000000   0.015066   0.000000   0.000000   14.0000     0.0910
    0.750     0.000   0.071280   0.000223   0.009335   0.009558  -0.000000   0.000000   0.015968   0.000000   0.000000   14.0000     0.1235
    1.000     0.000   0.092549   0.000375   0.009319   0.009695  -0.000000   0.000000   0.016868   0.000000   0.000000   14.0000     0.1411
    1.250     0.000   0.113814   0.000568   0.009305   0.009873  -0.000000   0.000000   0.017765   0.000000   0.000000   14.0000     0.1521
    1.500     0.000   0.135074   0.000801   0.009318   0.010118  -0.000000   0.000000   0.018658   0.000000   0.000000   14.0000     0.1596
    1.750     0.000   0.156328   0.001073   0.009335   0.010408  -0.000000   0.000000   0.019549   0.000000   0.000000   14.0000     0.1651
    2.000     0.000   0.177575   0.001386   0.009343   0.010729  -0.000000   0.000000   0.020438   0.000000   0.000000   14.0000     0.1693
    2.250     0.000   0.198815   0.001738   0.009345   0.011083  -0.000000   0.000000   0.021323   0.000000   0.000000   14.0000     0.1726
    2.500     0.000   0.220046   0.002130   0.009357   0.011487  -0.000000   0.000000   0.022205   0.000000   0.000000   14.0000     0.1752
    2.750     0.000   0.241268   0.002562   0.009387   0.011949  -0.000000   0.000000   0.023083   0.000000   0.000000   14.0000     0.1774
    3.000     0.000   0.262479   0.003033   0.009400   0.012433  -0.000000   0.000000   0.023959   0.000000   0.000000   14.0000     0.1793
    3.250     0.000   0.283679   0.003544   0.009421   0.012964  -0.000000   0.000000   0.024831   0.000000   0.000000   14.0000     0.1808
    3.500     0.000   0.304867   0.004094   0.009458   0.013552  -0.000000   0.000000   0.025700   0.000000   0.000000   14.0000     0.1822
    3.750     0.000   0.326041   0.004684   0.009501   0.014185  -0.000000   0.000000   0.026565   0.000000   0.000000   14.0000     0.1834
    4.000     0.000   0.347201   0.005313   0.009537   0.014850  -0.000000   0.000000   0.027427   0.000000   0.000000   14.0000     0.1844
    4.250     0.000   0.368346   0.005981   0.009588   0.015569  -0.000000   0.000000   0.028286   0.000000   0.000000   14.0000     0.1853
    4.500     0.000   0.389476   0.006688   0.009652   0.016340  -0.000000   0.000000   0.029143   0.000000   0.000000   14.0000     0.1862
    4.750     0.000   0.410588   0.007434   0.009714   0.017148  -0.000000   0.000000   0.029996   0.000000   0.000000   14.0000     0.1869
    5.000     0.000   0.431682   0.008218   0.009789   0.018007  -0.000000   0.000000   0.030846   0.000000   0.000000   14.0000     0.1876
    5.250     0.000   0.452758   0.009041   0.009880   0.018921  -0.000000   0.000000   0.031694   0.000000   0.000000   14.0000     0.1882
    5.500     0.000   0.473814   0.009903   0.009963   0.019866  -0.000000   0.000000   0.032538   0.000000   0.000000   14.0000     0.1888
    5.750     0.000   0.494850   0.010803   0.010059   0.020862  -0.000000   0.000000   0.033379   0.000000   0.000000   14.0000     0.1893
    6.000     0.000   0.515864   0.011740   0.010166   0.021907  -0.000000   0.000000   0.034217   0.000000   0.000000   14.0000     0.1898
    6.250     0.000   0.536856   0.012716   0.010278   0.022994  -0.000000   0.000000   0.035051   0.000000   0.000000   14.0000     0.1903
    6.500     0.000   0.557825   0.013729   0.010398   0.024127  -0.000000   0.000000   0.035881   0.000000   0.000000   14.0000     0.1907
    6.750     0.000   0.578770   0.014780   0.010536   0.025317  -0.000000   0.000000   0.036708   0.000000   0.000000   14.0000     0.1911
    7.000     0.000   0.599689   0.015869   0.010661   0.026530  -0.000000   0.000000   0.037530   0.000000   0.000000   14.0000     0.1915
    7.250     0.000   0.620583   0.016994   0.010814   0.027808  -0.000000   0.000000   0.038349   0.000000   0.000000   14.0000     0.1918
    7.500     0.000   0.641450   0.018156   0.010967   0.029123  -0.000000   0.000000   0.039165   0.000000   0.000000   14.0000     0.1922
    7.750     0.000   0.662289   0.019355   0.011127   0.030482  -0.000000   0.000000   0.039976   0.000000   0.000000   14.0000     0.1925
    8.000     0.000   0.683100   0.020590   0.011310   0.031900  -0.000000   0.000000   0.040783   0.000000   0.000000   14.0000     0.1928
    8.250     0.000   0.703881   0.021862   0.011491   0.033353  -0.000000   0.000000   0.041586   0.000000   0.000000   14.0000     0.1931
    8.500     0.000   0.724632   0.023169   0.011701   0.034870  -0.000000   0.000000   0.042385   0.000000   0.000000   14.0000     0.1934
    8.750     0.000   0.745352   0.024512   0.011942   0.036454  -0.000000   0.000000   0.043184   0.000000   0.000000   14.0000     0.1936
    9.000     0.000   0.766040   0.025891   0.012188   0.038079  -0.000000   0.000000   0.043975   0.000000   0.000000   14.0000     0.1939
    9.250     0.000   0.786695   0.027305   0.012460   0.039765  -0.000000   0.000000   0.044759   0.000000   0.000000   14.0000     0.1941
    9.500     0.000   0.807317   0.028753   0.012718   0.041471  -0.000000   0.000000   0.045535   0.000000   0.000000   14.0000     0.1944
    9.750     0.000   0.827903   0.030237   0.013015   0.043251  -0.000000   0.000000   0.046306   0.000000   0.000000   14.0000     0.1946
   10.000     0.000   0.848454   0.031754   0.013302   0.045057  -0.000000   0.000000   0.047071   0.000000   0.000000   14.0000     0.1948
   10.250     0.000   0.868969   0.033306   0.013616   0.046922  -0.000000   0.000000   0.047827   0.000000   0.000000   14.0000     0.1951
   10.500     0.000   0.889447   0.034892   0.013931   0.048823  -0.000000   0.000000   0.048581   0.000000   0.000000   14.0000     0.1953
   10.750     0.000   0.909887   0.036511   0.014275   0.050786  -0.000000   0.000000   0.049329   0.000000   0.000000   14.0000     0.1955
   11.000     0.000   0.930288   0.038163   0.014634   0.052797  -0.000000   0.000000   0.050072   0.000000   0.000000   14.0000     0.1957
   11.250     0.000   0.950649   0.039848   0.015052   0.054900  -0.000000   0.000000   0.050805   0.000000   0.000000   14.0000     0.1959
   11.500     0.000   0.970970   0.041566   0.015505   0.057071  -0.000000   0.000000   0.051536   0.000000   0.000000   14.0000     0.1961
   11.750     0.000   0.991250   0.043315   0.015989   0.059304  -0.000000   0.000000   0.052265   0.000000   0.000000   14.0000     0.1963
   12.000     0.000   1.011487   0.045097   0.016478   0.061575  -0.000000   0.000000   0.052988   0.000000   0.000000   14.0000     0.1965
   12.250     0.000   1.031682   0.046910   0.016988   0.063898  -0.000000   0.000000   0.053706   0.000000   0.000000   14.0000     0.1967
   12.500     0.000   1.051832   0.048754   0.017529   0.066284  -0.000000   0.000000   0.054416   0.000000   0.000000   14.0000     0.1968
   12.750     0.000   1.071939   0.050630   0.018076   0.068705  -0.000000   0.000000   0.055121   0.000000   0.000000   14.0000     0.1970
   13.000     0.000   1.092000   0.052535   0.018667   0.071202  -0.000000   0.000000   0.055815   0.000000   0.000000   14.0000     0.1972
   13.250     0.000   1.112015   0.054471   0.019262   0.073733  -0.000000   0.000000   0.056498   0.000000   0.000000   14.0000     0.1974
   13.500     0.000   1.131983   0.056436   0.019901   0.076338  -0.000000   0.000000   0.057181   0.000000   0.000000   14.0000     0.1976
   13.750     0.000   1.151903   0.058431   0.020593   0.079024  -0.000000   0.000000   0.057861   0.000000   0.000000   14.0000     0.1977
   14.000     0.000   1.171775   0.060455   0.021360   0.081815  -0.000000   0.000000   0.058538   0.000000   0.000000   14.0000     0.1979
   14.250     0.000   1.191597   0.062507   0.022550   0.085057  -0.000000   0.000000   0.059222   0.000000   0.000000   14.0000     0.1981


